Employee_ID,Job_Role,Age,Gender,Monthly_Income,Job_Satisfaction,Work_Life_Balance,Years_at_Company
EMP-03275,HR Specialist,49,Male,8746,3,3,20
EMP-03279,Sales Executive,38,Male,7844,1,3,12
EMP-03283,HR Specialist,57,Male,11977,3,3,12
EMP-03290,Data Scientist,36,Male,10456,3,3,15
EMP-03292,Analyst,32,Female,7716,2,3,9
EMP-03300,Sales Executive,37,Female,8173,1,2,15
EMP-03317,HR Specialist,41,Male,9190,2,3,13
EMP-03324,Software Engineer,31,Female,8602,2,3,7
EMP-03329,HR Specialist,32,Male,9323,4,1,6
EMP-03332,Sales Executive,42,Male,11038,1,1,19
EMP-03341,HR Specialist,46,Male,9209,1,3,11
EMP-03343,Software Engineer,43,Male,7670,4,2,16
EMP-03348,HR Specialist,49,Male,9120,3,4,23
EMP-03363,HR Specialist,33,Male,9362,2,1,11
EMP-03364,Software Engineer,41,Male,8352,2,1,14
EMP-03365,Software Engineer,31,Female,9171,2,4,8
EMP-03373,Software Engineer,43,Female,9838,3,2,8
EMP-03374,Data Scientist,29,Female,7476,2,2,9
EMP-03375,Software Engineer,40,Female,11398,3,2,17
EMP-03382,Analyst,36,Female,6246,3,1,9
EMP-03393,Sales Executive,40,Male,11276,2,2,19
EMP-03394,Analyst,29,Male,7470,3,2,7
EMP-03398,Data Scientist,40,Male,11257,3,3,15
EMP-03400,HR Specialist,26,Female,5855,1,2,4
EMP-03410,Software Engineer,35,Male,7018,2,2,11
EMP-03417,Manager,42,Male,11333,3,3,17
EMP-03433,Software Engineer,40,Male,9626,3,3,13
EMP-03434,HR Specialist,41,Female,6734,3,1,19
EMP-03435,Data Scientist,36,Male,6546,2,1,8
EMP-03445,Analyst,28,Female,5836,1,3,7
EMP-03447,Sales Executive,49,Male,8998,2,1,22
EMP-03452,Manager,45,Male,10444,2,1,21
EMP-03463,Data Scientist,41,Male,9420,2,3,19
EMP-03465,Data Scientist,36,Male,9578,3,3,12
EMP-03468,Sales Executive,39,Female,7719,3,3,15
EMP-03476,Data Scientist,33,Male,5752,4,2,8
EMP-03480,Sales Executive,37,Female,6537,4,2,15
EMP-03482,Software Engineer,32,Female,8211,2,2,10
EMP-03488,Manager,51,Female,10144,4,2,24
EMP-03491,Software Engineer,36,Female,10746,2,1,15
EMP-03492,Sales Executive,42,Female,8465,3,2,11
EMP-03494,Analyst,41,Male,7365,3,3,15
EMP-03525,HR Specialist,38,Female,9815,3,4,18
EMP-03528,Manager,35,Male,8356,4,4,15
EMP-03556,Manager,36,Female,6673,4,3,14
EMP-03560,Data Scientist,41,Female,9321,3,3,19
EMP-03590,Software Engineer,46,Female,11589,3,1,11
EMP-03619,Software Engineer,44,Female,7122,2,1,16
EMP-03622,Data Scientist,36,Female,10214,2,3,12
EMP-03624,Sales Executive,55,Female,10789,1,2,17
EMP-03626,Data Scientist,43,Female,7466,3,3,14
EMP-03627,Data Scientist,37,Male,7110,3,3,10
EMP-03634,Analyst,47,Male,9555,2,1,21
EMP-03636,Sales Executive,31,Male,6963,3,2,9
EMP-03637,HR Specialist,38,Male,8577,3,3,16
EMP-03638,Sales Executive,40,Female,10410,2,3,14
EMP-03647,Software Engineer,36,Female,6111,1,3,10
EMP-03666,Data Scientist,38,Female,7651,1,3,8
EMP-03669,Analyst,50,Female,11083,2,4,14
EMP-03670,HR Specialist,35,Male,7082,4,2,13
EMP-03676,HR Specialist,44,Male,9006,3,4,15
EMP-03696,HR Specialist,25,Male,7460,1,2,5
EMP-03707,Manager,34,Female,9838,3,3,11
EMP-03708,Software Engineer,48,Male,8849,3,3,11
EMP-03716,Manager,36,Male,6495,3,4,14
EMP-03719,Data Scientist,45,Female,10200,4,3,19
EMP-03720,Data Scientist,35,Male,8926,1,3,11
EMP-03733,HR Specialist,45,Female,11521,2,2,22
EMP-03749,Analyst,43,Female,7773,4,2,20
EMP-03756,Data Scientist,48,Male,10681,4,2,23
EMP-03760,Analyst,41,Male,7249,2,3,9
EMP-03762,Analyst,38,Female,9492,3,3,9
EMP-03763,Data Scientist,43,Male,8907,3,2,13
EMP-03778,Data Scientist,36,Female,9374,2,3,13
EMP-03779,Manager,36,Female,10687,3,1,14
EMP-03788,Sales Executive,37,Female,11197,3,3,12
EMP-03790,HR Specialist,35,Female,7298,2,2,6
EMP-03799,HR Specialist,42,Female,8237,1,2,6
EMP-03812,HR Specialist,42,Male,7668,2,2,9
EMP-03817,Sales Executive,46,Male,12542,2,1,17
EMP-03819,Manager,46,Female,9267,1,1,5
EMP-03828,Data Scientist,52,Male,11890,2,3,12
EMP-03830,HR Specialist,52,Female,7826,2,2,28
EMP-03850,Software Engineer,37,Female,9464,3,2,10
EMP-03852,HR Specialist,41,Male,6920,3,3,18
EMP-03853,HR Specialist,36,Female,6399,3,2,13
EMP-03868,Analyst,42,Female,7868,4,3,22
EMP-03873,HR Specialist,35,Female,7796,2,3,10
EMP-03878,Software Engineer,33,Female,6749,4,2,9
EMP-03886,Analyst,46,Male,8807,1,2,5
EMP-03889,Sales Executive,44,Male,10786,3,2,15
EMP-03896,Manager,36,Male,7747,3,3,12
EMP-03905,Analyst,39,Male,10268,3,2,19
EMP-03912,HR Specialist,47,Male,12087,3,3,23
EMP-03921,Analyst,32,Male,6635,3,1,7
EMP-03923,Analyst,33,Female,6672,2,1,11
EMP-03953,Analyst,26,Male,5390,2,2,5
EMP-03960,Sales Executive,46,Male,8620,3,4,14
EMP-03966,Data Scientist,38,Female,9173,2,3,17
EMP-03977,Sales Executive,49,Male,12233,2,2,21
EMP-03981,Manager,46,Female,10429,2,4,19
EMP-03984,Analyst,39,Male,10359,2,2,6
EMP-03986,HR Specialist,53,Female,11862,3,2,21
EMP-03989,HR Specialist,38,Male,8720,3,1,8
EMP-03994,Sales Executive,34,Male,6415,2,1,7
EMP-03998,Sales Executive,34,Female,7509,3,2,11
EMP-04009,Sales Executive,48,Male,10072,1,4,10
EMP-04018,Manager,46,Male,10690,3,1,16
EMP-04034,Data Scientist,41,Female,10121,2,1,16
EMP-04036,Data Scientist,34,Male,6113,3,1,12
EMP-04041,Sales Executive,36,Male,10975,2,3,16
EMP-04044,Sales Executive,39,Female,7780,2,2,9
EMP-04045,Analyst,27,Male,5060,2,1,5
EMP-04046,Analyst,35,Male,10469,1,4,15
EMP-04051,Sales Executive,29,Female,7071,2,3,6
EMP-04053,Sales Executive,37,Male,8027,3,2,14
EMP-04058,Analyst,37,Female,9714,3,3,17
EMP-04060,HR Specialist,44,Male,11709,3,3,20
EMP-04067,Software Engineer,38,Female,9038,4,4,18
EMP-04068,Data Scientist,39,Female,6820,1,4,13
EMP-04070,Software Engineer,39,Female,9304,3,1,10
EMP-04094,Software Engineer,38,Female,7491,3,2,17
EMP-04095,Analyst,40,Female,10657,3,4,15
EMP-04096,Data Scientist,40,Male,9385,1,2,10
EMP-04097,Manager,37,Female,8663,2,3,12
EMP-04099,Software Engineer,33,Male,6617,2,2,7
EMP-04108,Data Scientist,47,Female,8799,3,2,24
EMP-04117,Data Scientist,48,Female,9768,4,3,16
EMP-04136,Sales Executive,38,Male,6497,2,4,8
EMP-04137,Manager,33,Female,7792,2,1,13
EMP-04146,Analyst,36,Female,7787,4,1,11
EMP-04150,Data Scientist,39,Male,10448,1,2,18
EMP-04158,Analyst,37,Female,8993,3,4,14
EMP-04161,HR Specialist,41,Female,7252,3,1,14
EMP-04167,Software Engineer,50,Female,10475,3,1,10
EMP-04168,Software Engineer,50,Male,11223,4,2,20
EMP-04175,Sales Executive,45,Female,10848,4,4,21
EMP-04178,HR Specialist,44,Female,10631,3,3,23
EMP-04180,Data Scientist,42,Male,11351,1,2,17
EMP-04182,Manager,37,Female,6824,1,2,7
EMP-04194,Data Scientist,43,Male,9176,2,3,15
EMP-04195,Analyst,48,Male,11905,4,4,15
EMP-04200,Sales Executive,39,Male,7402,2,3,16
EMP-04202,Sales Executive,44,Female,9571,3,2,24
EMP-04222,Analyst,31,Male,4949,3,2,10
EMP-04224,Manager,25,Female,5640,1,1,4
EMP-04238,HR Specialist,43,Male,6588,1,3,20
EMP-04241,HR Specialist,32,Female,5436,3,2,12
EMP-04243,HR Specialist,49,Female,10171,1,3,15
EMP-04271,Manager,52,Female,9143,3,3,24
EMP-04280,Software Engineer,51,Female,10037,4,3,23
EMP-04301,HR Specialist,54,Female,11419,1,4,31
EMP-04304,Manager,34,Female,6947,3,2,8
EMP-04318,Software Engineer,34,Female,9556,2,4,13
EMP-04326,Analyst,36,Female,5800,1,3,10
EMP-04332,Software Engineer,31,Female,7596,1,2,9
EMP-04338,Data Scientist,40,Female,10179,1,4,11
EMP-04347,Data Scientist,41,Female,10964,3,2,17
EMP-04360,HR Specialist,33,Female,8287,1,2,8
EMP-04378,Analyst,37,Male,8621,3,2,12
EMP-04384,Software Engineer,46,Male,10957,3,3,24
EMP-04386,Software Engineer,39,Male,9982,4,1,18
EMP-04389,HR Specialist,31,Male,5193,3,2,9
EMP-04397,HR Specialist,37,Male,10008,3,1,16
EMP-04399,Software Engineer,32,Male,9522,2,1,11
EMP-04404,Data Scientist,53,Female,8657,3,3,32
EMP-04410,HR Specialist,31,Female,7576,2,2,9
EMP-04416,Software Engineer,40,Female,8205,1,2,7
EMP-04418,Analyst,25,Male,4770,1,2,2
EMP-04444,Manager,44,Male,7235,3,3,17
EMP-04453,Data Scientist,39,Female,6339,1,1,10
EMP-04455,Manager,47,Female,9740,2,2,20
EMP-04456,Data Scientist,27,Female,6416,2,2,7
EMP-04459,Sales Executive,45,Male,10459,3,2,22
EMP-04471,HR Specialist,40,Male,8116,3,1,16
EMP-04472,Analyst,36,Female,7245,3,1,11
EMP-04487,Data Scientist,43,Female,11092,4,3,15
EMP-04490,Manager,36,Male,6862,1,1,11
EMP-04496,HR Specialist,39,Male,10868,2,2,13
EMP-04502,Analyst,45,Female,12466,3,3,18
EMP-04504,Software Engineer,32,Female,6825,2,4,11
EMP-04505,Software Engineer,41,Female,8453,3,4,11
EMP-04506,Sales Executive,39,Female,9490,1,1,19
EMP-04509,Sales Executive,32,Female,7067,2,3,12
EMP-04516,HR Specialist,32,Female,8730,2,1,9
EMP-04517,Manager,47,Male,11309,4,3,18
EMP-04519,Manager,25,Male,7327,1,3,4
EMP-04520,Analyst,33,Female,6525,2,1,10
EMP-04525,HR Specialist,35,Male,7374,1,2,11
EMP-04526,HR Specialist,38,Male,6990,3,4,17
EMP-04532,Data Scientist,35,Male,7205,2,2,7
EMP-04535,Sales Executive,28,Male,7149,1,2,6
EMP-04540,Data Scientist,27,Male,5957,1,3,5
EMP-04554,Data Scientist,44,Female,11907,4,1,19
EMP-04559,Sales Executive,39,Female,9668,2,3,11
EMP-04561,Manager,30,Female,5412,3,1,9
EMP-04566,Data Scientist,40,Male,9029,2,2,11
EMP-04572,Data Scientist,44,Male,9499,1,1,1
EMP-04582,HR Specialist,34,Male,6150,2,2,8
EMP-04587,Analyst,43,Female,7688,2,1,11
EMP-04602,Manager,44,Male,7248,4,3,21
EMP-04606,HR Specialist,48,Male,8936,4,1,22
EMP-04607,Sales Executive,47,Male,6640,3,3,24
EMP-04612,Manager,51,Male,8607,4,2,26
EMP-04618,Analyst,38,Female,9248,3,2,8
EMP-04633,Data Scientist,36,Female,9359,4,3,13
EMP-04641,Data Scientist,42,Male,10343,1,2,15
EMP-04647,Manager,33,Female,7190,4,2,12
EMP-04650,HR Specialist,38,Male,11380,3,1,15
EMP-04652,Software Engineer,39,Male,9219,3,2,17
EMP-04653,Data Scientist,48,Male,9033,4,2,18
EMP-04658,Data Scientist,47,Male,11689,3,4,23
EMP-04667,Data Scientist,46,Female,12632,3,2,24
EMP-04672,Analyst,30,Female,5326,4,2,7
EMP-04689,Analyst,43,Male,9462,3,2,8
EMP-04693,HR Specialist,36,Male,8267,3,2,13
EMP-04696,Software Engineer,40,Male,7931,4,3,17
EMP-04698,HR Specialist,44,Male,11046,2,3,16
EMP-04713,Manager,38,Male,6312,2,4,12
EMP-04714,Manager,39,Female,9274,1,3,15
EMP-04720,Manager,53,Male,8890,1,1,15
EMP-04725,HR Specialist,41,Female,7430,1,2,14
EMP-04727,Data Scientist,38,Male,10483,3,3,16
EMP-04730,Data Scientist,43,Male,9214,4,2,20
EMP-04736,Software Engineer,37,Female,8435,3,2,16
EMP-04746,Software Engineer,33,Female,6375,3,3,13
EMP-04756,HR Specialist,43,Male,7972,3,3,13
EMP-04768,Manager,42,Female,9996,1,2,22
EMP-04770,Software Engineer,31,Male,6504,3,3,10
EMP-04784,Sales Executive,37,Male,9125,3,2,13
EMP-04789,Software Engineer,41,Male,11157,1,4,16
EMP-04796,HR Specialist,42,Male,7274,3,3,12
EMP-04808,Manager,44,Female,8387,3,2,10
EMP-04809,Analyst,34,Female,8201,3,1,11
EMP-04811,Analyst,27,Female,9625,2,1,5
EMP-04814,Manager,48,Male,10353,3,1,9
EMP-04818,Analyst,42,Male,11349,3,3,12
EMP-04820,Data Scientist,43,Female,8651,2,2,22
EMP-04828,Sales Executive,44,Female,7089,3,2,21
EMP-04829,Data Scientist,42,Male,8696,1,2,11
EMP-04835,Software Engineer,48,Male,11520,4,3,19
EMP-04853,Software Engineer,34,Male,6142,3,1,11
EMP-04856,Data Scientist,33,Male,7922,2,3,13
EMP-04875,Analyst,44,Male,8478,1,4,15
EMP-04885,Software Engineer,52,Male,8894,3,4,29
EMP-04894,Software Engineer,45,Male,10645,2,3,21
EMP-04899,Sales Executive,38,Female,9016,2,2,13
EMP-04903,Manager,41,Female,8276,1,3,10
EMP-04905,Software Engineer,30,Female,5545,4,2,8
EMP-04918,HR Specialist,42,Female,9313,1,3,11
EMP-04930,Analyst,40,Female,11079,4,2,17
EMP-04933,HR Specialist,53,Female,8357,4,4,29
EMP-04937,HR Specialist,59,Male,13873,2,2,26
EMP-04944,HR Specialist,35,Female,9480,3,3,13
EMP-04945,Data Scientist,46,Male,8359,4,4,24
EMP-04951,HR Specialist,49,Male,12440,2,1,26
EMP-04957,Sales Executive,55,Male,11292,1,2,16
EMP-04961,Manager,53,Female,8724,2,2,13
EMP-04976,Manager,42,Male,8718,2,4,13
EMP-05004,Sales Executive,39,Female,6241,3,2,17
EMP-05012,HR Specialist,44,Female,11438,4,2,13
EMP-05025,Data Scientist,41,Male,11423,2,2,14
EMP-05027,Manager,35,Female,8189,2,2,5
EMP-05029,Sales Executive,40,Male,10077,3,2,19
EMP-05031,Analyst,38,Male,9469,2,3,12
EMP-05034,Data Scientist,45,Female,11559,1,1,22
EMP-05044,Software Engineer,27,Female,5566,1,1,1
EMP-05056,Data Scientist,37,Female,8536,3,3,11
EMP-05058,Data Scientist,40,Male,9056,2,3,15
EMP-05060,Data Scientist,36,Male,6009,2,3,14
EMP-05068,Manager,38,Male,10576,3,3,16
EMP-05081,Data Scientist,49,Male,10870,3,1,20
EMP-05100,Manager,36,Male,9786,2,2,15
EMP-05103,Manager,35,Female,8618,3,3,14
EMP-05108,Data Scientist,43,Female,9850,3,1,18
EMP-05115,Sales Executive,40,Male,7375,4,1,17
EMP-05124,HR Specialist,37,Female,9435,2,4,14
EMP-05125,Analyst,38,Male,6914,4,2,12
EMP-05126,Data Scientist,29,Male,6762,2,1,5
EMP-05139,Data Scientist,35,Female,6444,2,3,15
EMP-05140,Data Scientist,31,Male,9703,2,3,9
EMP-05141,Sales Executive,29,Female,5405,1,2,8
EMP-05142,Software Engineer,33,Female,5966,4,1,11
EMP-05143,Software Engineer,47,Female,11160,2,2,13
EMP-05145,Analyst,57,Female,9207,1,3,27
EMP-05146,Data Scientist,36,Male,11199,1,3,11
EMP-05151,Data Scientist,33,Female,10288,1,2,10
EMP-05157,Sales Executive,41,Male,10450,1,1,4
EMP-05164,Analyst,35,Female,7009,3,1,9
EMP-05180,HR Specialist,37,Male,8415,4,1,11
EMP-05183,Software Engineer,34,Male,9391,3,3,13
EMP-05192,Data Scientist,44,Female,11847,1,3,8
EMP-05197,Software Engineer,38,Female,11472,3,4,14
EMP-05205,Data Scientist,46,Female,9301,4,2,24
EMP-05208,Analyst,46,Male,7191,1,3,14
EMP-05209,HR Specialist,34,Female,9183,3,2,7
EMP-05210,HR Specialist,47,Female,10466,2,2,10
EMP-05219,Data Scientist,37,Male,9721,2,3,16
EMP-05225,HR Specialist,41,Female,7806,4,2,17
EMP-05226,Manager,48,Male,8199,4,3,20
EMP-05230,HR Specialist,43,Female,9823,2,3,19
EMP-05234,Manager,46,Male,9154,2,3,12
EMP-05243,Sales Executive,44,Female,10282,3,2,11
EMP-05259,Software Engineer,38,Female,9674,3,2,12
EMP-05264,Sales Executive,45,Male,10323,1,3,10
EMP-05272,Manager,36,Female,7813,2,2,13
EMP-05276,Manager,49,Male,11753,1,3,19
EMP-05291,Software Engineer,40,Male,8602,3,1,15
EMP-05292,Sales Executive,38,Male,9464,4,3,13
EMP-05298,Manager,40,Male,10672,3,2,18
EMP-05302,Data Scientist,42,Male,12226,2,3,18
EMP-05308,HR Specialist,37,Female,10892,4,2,15
EMP-05309,Manager,35,Female,5747,1,4,14
EMP-05312,Analyst,43,Male,8893,3,4,15
EMP-05329,Manager,45,Female,9206,4,2,23
EMP-05330,Data Scientist,30,Male,5346,1,3,6
EMP-05340,Software Engineer,35,Male,10497,2,1,14
EMP-05346,Analyst,34,Female,5670,3,2,9
EMP-05349,Manager,41,Female,9307,1,2,10
EMP-05363,Data Scientist,36,Male,8453,1,4,12
EMP-05371,Manager,39,Male,6814,2,3,10
EMP-05374,Analyst,39,Female,11593,3,1,16
EMP-05378,Data Scientist,35,Female,7002,3,2,9
EMP-05407,Software Engineer,46,Female,11687,2,2,26
EMP-05409,Sales Executive,44,Female,11570,1,2,19
EMP-05422,Sales Executive,35,Male,8654,2,4,11
EMP-05423,Software Engineer,29,Male,7895,2,3,9
EMP-05426,Software Engineer,38,Male,10842,3,2,13
EMP-05430,Software Engineer,40,Male,7150,2,3,15
EMP-05442,HR Specialist,31,Female,7664,2,2,10
EMP-05446,HR Specialist,33,Male,10448,4,1,9
EMP-05449,Sales Executive,41,Female,9177,1,3,13
EMP-05453,Manager,33,Female,7536,2,3,9
EMP-05455,HR Specialist,34,Female,7200,2,1,7
EMP-05460,Data Scientist,39,Female,7067,3,3,14
EMP-05461,Analyst,41,Male,8477,1,2,17
EMP-05472,Sales Executive,49,Female,10880,2,1,19
EMP-05479,HR Specialist,47,Female,7416,3,4,26
EMP-05488,HR Specialist,38,Male,7985,4,1,14
EMP-05489,Sales Executive,37,Male,9514,3,3,16
EMP-05493,Sales Executive,34,Female,8097,4,1,10
EMP-05500,Data Scientist,49,Male,13134,3,4,26
EMP-05502,Sales Executive,35,Female,7841,3,3,12
EMP-05507,Sales Executive,36,Male,9178,1,1,9
EMP-05519,Sales Executive,37,Female,8182,2,2,16
EMP-05522,Sales Executive,33,Male,9425,2,3,9
EMP-05523,HR Specialist,33,Female,5825,3,3,10
EMP-05525,Manager,47,Female,11032,1,2,10
EMP-05527,Data Scientist,54,Male,8953,1,3,8
EMP-05551,HR Specialist,31,Male,8635,1,3,8
EMP-05555,HR Specialist,49,Female,11429,2,2,26
EMP-05580,Data Scientist,55,Male,12899,3,3,29
EMP-05591,Software Engineer,41,Female,11604,1,2,19
EMP-05616,Analyst,45,Male,9782,3,3,21
EMP-05620,Data Scientist,39,Female,11140,1,2,15
EMP-05621,Data Scientist,32,Male,7575,1,3,8
EMP-05624,Manager,32,Female,6022,2,2,9
EMP-05631,Analyst,52,Female,13032,2,2,16
EMP-05634,HR Specialist,39,Female,7607,3,3,17
EMP-05648,Sales Executive,52,Male,9776,2,2,23
EMP-05650,Sales Executive,43,Female,7227,3,3,21
EMP-05653,Data Scientist,38,Female,9687,3,3,9
EMP-05662,Manager,38,Male,7198,3,3,11
EMP-05663,Analyst,37,Female,6639,3,1,15
EMP-05689,Manager,39,Male,11216,3,4,12
EMP-05699,Software Engineer,41,Male,8170,3,3,18
EMP-05701,Software Engineer,35,Male,6444,3,2,10
EMP-05704,Data Scientist,31,Female,7840,3,3,9
EMP-05706,Software Engineer,35,Male,7091,3,4,14
EMP-05710,HR Specialist,32,Male,9325,1,2,7
EMP-05711,Sales Executive,40,Male,7038,3,2,14
EMP-05712,Manager,44,Female,9808,4,3,16
EMP-05717,Data Scientist,34,Female,8276,3,2,9
EMP-05719,Analyst,60,Female,11882,2,3,15
EMP-05723,Data Scientist,33,Female,6389,2,4,9
EMP-05724,Data Scientist,30,Male,9009,2,2,5
EMP-05726,Manager,34,Female,6143,3,3,12
EMP-05729,Analyst,50,Male,9661,2,2,10
EMP-05742,Software Engineer,33,Female,5662,3,2,12
EMP-05757,Manager,46,Female,9163,4,2,19
EMP-05758,Sales Executive,38,Male,9763,2,1,9
EMP-05777,HR Specialist,46,Female,11208,4,2,20
EMP-05783,Manager,49,Male,10576,3,3,19
EMP-05784,Analyst,27,Male,8478,2,3,7
EMP-05801,Manager,40,Female,7970,3,3,12
EMP-05802,HR Specialist,52,Male,11336,4,1,18
EMP-05803,HR Specialist,33,Female,6340,2,3,12
EMP-05804,Software Engineer,38,Female,8040,4,3,12
EMP-05805,Sales Executive,41,Female,9228,4,2,19
EMP-05810,Software Engineer,38,Male,9302,2,2,17
EMP-05811,Sales Executive,43,Male,11739,4,3,20
EMP-05823,HR Specialist,42,Female,6626,3,2,22
EMP-05824,Manager,37,Female,8401,2,2,12
EMP-05826,Manager,33,Male,6096,1,2,4
EMP-05837,Sales Executive,32,Female,8128,3,1,11
EMP-05839,Data Scientist,31,Female,8119,2,1,9
EMP-05844,Manager,44,Male,10250,3,3,23
EMP-05855,Sales Executive,43,Female,11659,1,2,20
EMP-05867,Software Engineer,35,Female,7408,3,2,13
EMP-05882,Software Engineer,50,Female,9766,1,3,17
EMP-05893,Manager,43,Male,7780,1,2,19
EMP-05896,HR Specialist,39,Male,8921,1,3,14
EMP-05897,Manager,38,Female,10229,1,1,8
EMP-05899,Software Engineer,41,Female,6233,3,3,12
EMP-05901,Data Scientist,29,Male,6608,1,1,3
EMP-05924,Data Scientist,51,Male,10634,2,3,19
EMP-05925,HR Specialist,47,Female,10011,2,2,15
EMP-05931,Manager,27,Female,7608,3,1,7
EMP-05932,HR Specialist,39,Male,10710,3,4,19
EMP-05934,Sales Executive,31,Male,5931,1,4,7
EMP-05938,Analyst,37,Female,8823,2,2,12
EMP-05942,Manager,31,Female,4627,2,3,10
EMP-05947,HR Specialist,36,Male,8177,3,2,14
EMP-05953,Sales Executive,36,Female,7403,3,2,13
EMP-05957,Manager,41,Male,9990,1,1,4
EMP-05960,Analyst,59,Female,9760,3,4,23
EMP-05973,Sales Executive,40,Male,8621,4,2,16
EMP-05975,Manager,36,Male,8364,1,1,13
EMP-05979,Sales Executive,38,Female,8085,2,3,16
EMP-05988,Analyst,40,Male,11488,3,3,11
EMP-05995,Manager,39,Female,11018,3,4,17
EMP-05998,Data Scientist,41,Male,9339,4,2,15
EMP-06000,HR Specialist,32,Male,8031,2,2,10
EMP-06005,Data Scientist,45,Female,8118,1,3,14
EMP-06023,Software Engineer,40,Female,8588,4,3,19
EMP-06030,Manager,39,Male,8532,2,1,14
EMP-06035,HR Specialist,27,Female,4889,2,2,7
EMP-06042,Software Engineer,53,Female,13540,3,3,14
EMP-06043,Software Engineer,52,Female,10934,2,1,24
EMP-06047,Software Engineer,45,Female,10783,4,2,15
EMP-06058,Software Engineer,43,Female,10646,2,2,19
EMP-06060,Data Scientist,42,Male,9011,3,2,16
EMP-06063,Sales Executive,29,Male,6596,2,3,4
EMP-06064,HR Specialist,49,Male,10949,3,2,23
EMP-06069,HR Specialist,49,Female,11438,2,2,12
EMP-06074,HR Specialist,51,Female,12242,4,3,22
EMP-06085,Data Scientist,44,Female,9435,3,1,18
EMP-06087,Sales Executive,36,Female,7589,2,2,8
EMP-06094,Sales Executive,37,Female,8753,1,3,12
EMP-06097,Sales Executive,40,Male,7364,4,3,14
EMP-06098,Data Scientist,43,Male,6800,4,3,17
EMP-06101,HR Specialist,39,Male,6669,3,3,14
EMP-06121,Data Scientist,36,Male,10307,3,3,14
EMP-06135,Data Scientist,42,Male,9174,2,4,16
EMP-06138,Data Scientist,39,Male,11208,4,4,15
EMP-06139,HR Specialist,39,Female,9298,1,3,7
EMP-06159,Data Scientist,45,Female,10257,3,3,22
EMP-06168,Data Scientist,34,Female,6669,1,4,12
EMP-06169,HR Specialist,56,Female,11151,4,3,24
EMP-06170,Analyst,38,Male,7211,3,4,17
EMP-06173,Manager,43,Male,11071,2,4,12
EMP-06176,Software Engineer,42,Female,8303,4,3,18
EMP-06191,Data Scientist,35,Male,7617,4,1,9
EMP-06201,Analyst,36,Male,7765,4,2,16
EMP-06203,HR Specialist,37,Male,10560,1,2,13
EMP-06204,Manager,46,Male,8902,1,4,16
EMP-06207,Manager,41,Male,10392,4,3,18
EMP-06223,Analyst,46,Female,9481,4,3,16
EMP-06225,HR Specialist,37,Female,6840,3,3,15
EMP-06226,Manager,34,Male,7907,2,2,10
EMP-06228,Analyst,32,Male,8019,3,2,11
EMP-06232,Software Engineer,46,Male,12042,3,2,11
EMP-06245,Sales Executive,48,Male,11814,3,4,14
EMP-06247,Sales Executive,49,Female,12724,2,3,7
EMP-06250,HR Specialist,42,Male,11308,1,1,11
EMP-06251,Sales Executive,43,Female,10976,2,3,15
EMP-06258,Analyst,36,Male,6643,1,3,11
EMP-06264,Manager,32,Male,7305,3,2,12
EMP-06269,HR Specialist,41,Male,8779,3,3,18
EMP-06273,HR Specialist,49,Male,10761,3,1,11
EMP-06275,HR Specialist,44,Male,9659,3,2,20
EMP-06276,Data Scientist,49,Female,11391,4,2,22
EMP-06291,Sales Executive,34,Male,7162,2,3,11
EMP-06293,Data Scientist,41,Female,8520,2,1,16
EMP-06310,Data Scientist,42,Female,10767,3,2,12
EMP-06315,Software Engineer,49,Female,12022,3,2,27
EMP-06316,Software Engineer,32,Female,5581,3,2,10
EMP-06325,Sales Executive,48,Male,7512,1,4,21
EMP-06328,Analyst,47,Male,7760,4,3,15
EMP-06332,Software Engineer,34,Female,7154,2,2,13
EMP-06333,Software Engineer,37,Female,7448,4,2,11
EMP-06337,Data Scientist,52,Male,10439,2,2,30
EMP-06339,Sales Executive,43,Male,8853,1,1,9
EMP-06347,Data Scientist,33,Female,5702,3,1,9
EMP-06356,Software Engineer,37,Female,10165,2,3,16
EMP-06358,Manager,46,Male,9335,4,1,22
EMP-06359,HR Specialist,35,Male,7914,1,3,11
EMP-06374,Manager,38,Female,7391,1,2,14
EMP-06378,Data Scientist,40,Female,8391,1,2,11
EMP-06389,Analyst,44,Male,9376,4,1,21
EMP-06398,Software Engineer,37,Male,8741,1,4,12
EMP-06403,HR Specialist,40,Male,11097,3,4,15
EMP-06409,HR Specialist,41,Female,7627,4,3,17
EMP-06414,Sales Executive,36,Female,9387,3,2,11
EMP-06420,Sales Executive,32,Female,8496,2,2,12
EMP-06430,Manager,43,Male,10191,4,3,21
EMP-06433,Data Scientist,37,Male,11115,3,3,14
EMP-06434,Software Engineer,38,Female,7491,3,3,11
EMP-06441,Sales Executive,43,Female,9485,2,4,15
EMP-06447,Data Scientist,41,Female,11441,3,1,11
EMP-06451,Software Engineer,46,Female,11263,3,3,21
EMP-06453,Manager,41,Female,7662,1,3,13
EMP-06456,Manager,41,Female,7220,3,3,18
EMP-06458,Software Engineer,31,Male,5987,1,2,6
EMP-06464,Sales Executive,31,Female,5954,3,2,11
EMP-06465,Software Engineer,26,Female,5722,1,2,6
EMP-06474,HR Specialist,36,Female,11113,3,2,16
EMP-06478,Sales Executive,32,Male,8524,3,3,11
EMP-06483,HR Specialist,44,Male,10989,2,1,13
EMP-06504,Software Engineer,42,Female,7462,2,3,16
EMP-06516,Sales Executive,39,Female,10044,4,4,12
