,Employee_ID,Age,Gender,Job_Role,Monthly_Income,Job_Satisfaction,Work_Life_Balance,Distance_From_Home_KM,Num_Projects,Avg_Monthly_Hours,Years_at_Company,Years_Since_Last_Promotion,Training_Times_Last_Year,Education_Level,Attrition_Risk_Level
753,EMP-00754,36,Male,Data Scientist,5675,2,2,9.9,2,182.1,3,0,5,5,1
754,EMP-00755,36,Male,Sales Executive,7068,4,1,4.3,8,143.7,8,0,5,3,0
755,EMP-00756,30,Female,Manager,9779,3,4,13.3,5,160.4,6,0,5,3,0
756,EMP-00757,29,Male,Manager,6087,3,2,10.3,7,160.2,3,2,1,3,1
757,EMP-00758,39,Male,Analyst,7631,2,4,19.8,2,161.5,4,1,6,3,0
758,EMP-00759,46,Male,Analyst,10705,4,3,3.9,3,131.7,20,6,0,3,0
759,EMP-00760,34,Female,Sales Executive,10273,2,3,6.3,4,120.0,4,1,3,2,0
760,EMP-00761,33,Female,HR Specialist,7292,3,2,7.4,5,167.7,5,3,2,5,1
761,EMP-00762,41,Male,Sales Executive,10100,2,3,18.8,8,170.9,5,3,1,3,1
762,EMP-00763,30,Male,Manager,9186,3,1,8.6,6,213.9,7,7,2,1,2
763,EMP-00764,23,Male,Data Scientist,8076,4,3,8.4,8,166.1,1,1,3,3,0
764,EMP-00765,24,Female,HR Specialist,5507,2,2,4.4,3,142.7,0,0,6,4,0
765,EMP-00766,31,Female,Manager,6827,4,3,16.8,8,160.0,4,1,0,2,0
766,EMP-00767,32,Male,Software Engineer,5598,4,2,13.0,6,120.0,1,1,4,2,0
767,EMP-00768,20,Female,Manager,5862,2,2,4.5,5,190.3,0,0,1,3,1
768,EMP-00769,36,Male,Analyst,5843,1,2,4.7,5,179.4,7,6,3,2,2
769,EMP-00770,36,Male,Software Engineer,9995,3,4,12.9,5,186.9,9,2,5,3,0
770,EMP-00771,26,Male,Data Scientist,7234,3,2,7.6,3,161.6,4,2,5,3,1
771,EMP-00772,35,Male,Analyst,7714,3,3,10.9,2,203.6,12,4,1,4,1
772,EMP-00773,56,Female,HR Specialist,13213,4,2,5.0,7,196.1,1,0,6,3,0
773,EMP-00774,31,Female,Data Scientist,7207,3,4,9.7,8,180.5,3,1,0,5,0
774,EMP-00775,23,Female,HR Specialist,4807,2,3,10.0,5,209.0,1,1,4,3,1
775,EMP-00776,27,Female,Sales Executive,9039,1,3,3.3,3,191.1,5,2,2,1,1
776,EMP-00777,27,Male,HR Specialist,9114,3,4,13.2,8,209.8,2,1,1,3,0
777,EMP-00778,28,Male,HR Specialist,5287,1,2,7.2,4,155.6,5,2,2,4,1
778,EMP-00779,29,Male,HR Specialist,5344,2,1,6.7,3,128.8,5,2,6,4,1
779,EMP-00780,33,Male,HR Specialist,8367,1,2,3.8,8,151.0,6,4,0,2,1
780,EMP-00781,25,Female,HR Specialist,5072,2,3,12.3,3,149.0,0,0,6,2,0
781,EMP-00782,37,Male,HR Specialist,7267,1,2,20.8,6,157.3,8,1,3,2,1
782,EMP-00783,33,Male,Manager,9268,2,4,20.9,2,147.0,8,5,1,3,1
783,EMP-00784,36,Female,HR Specialist,10615,3,2,7.3,2,148.5,11,0,1,3,0
784,EMP-00785,20,Male,Sales Executive,6426,2,3,14.6,3,208.8,0,0,1,3,1
785,EMP-00786,44,Female,Sales Executive,10652,4,1,10.6,2,181.3,24,8,5,4,2
786,EMP-00787,50,Male,HR Specialist,10828,3,2,1.0,5,185.6,5,1,5,3,0
787,EMP-00788,35,Male,Data Scientist,9449,2,2,2.2,7,207.0,8,2,5,4,1
788,EMP-00789,33,Male,Software Engineer,6650,3,3,25.2,8,157.2,12,9,0,2,2
789,EMP-00790,33,Female,Software Engineer,6497,4,3,6.2,4,196.4,6,1,0,4,0
790,EMP-00791,46,Female,Data Scientist,8121,1,2,29.0,7,173.5,16,16,6,1,2
791,EMP-00792,20,Female,Software Engineer,5748,2,2,2.4,5,123.8,0,0,2,3,0
792,EMP-00793,45,Female,Manager,11043,3,4,8.0,6,170.9,5,1,5,3,0
793,EMP-00794,25,Female,Sales Executive,8995,4,4,4.4,4,152.2,0,0,5,4,0
794,EMP-00795,48,Male,Software Engineer,12839,3,4,14.2,2,139.3,19,15,5,3,2
795,EMP-00796,38,Male,Manager,7756,4,4,3.4,2,186.8,8,2,0,3,0
796,EMP-00797,35,Male,Data Scientist,8699,2,4,3.1,8,168.2,11,0,1,1,0
797,EMP-00798,26,Female,Sales Executive,5667,3,2,4.1,8,173.4,1,1,1,4,0
798,EMP-00799,20,Female,Data Scientist,5763,3,3,2.2,4,146.9,0,0,1,3,0
799,EMP-00800,20,Female,HR Specialist,8132,3,3,3.0,6,199.5,0,0,1,3,0
800,EMP-00801,29,Female,Manager,5285,2,2,3.2,2,182.5,3,3,5,3,1
801,EMP-00802,44,Female,HR Specialist,9226,2,3,14.1,7,167.9,12,10,0,5,2
802,EMP-00803,28,Male,Manager,4419,2,3,10.0,2,140.3,5,4,3,3,1
803,EMP-00804,20,Male,Sales Executive,4836,3,4,13.8,5,195.2,0,0,1,3,0
804,EMP-00805,32,Male,Sales Executive,6750,4,4,8.8,5,208.6,2,1,5,5,0
805,EMP-00806,29,Male,Data Scientist,9520,3,2,8.1,3,136.6,1,1,1,3,0
806,EMP-00807,34,Female,Software Engineer,6777,3,2,12.1,7,172.2,6,3,4,5,1
807,EMP-00808,28,Male,Data Scientist,7449,3,2,10.1,2,206.7,0,0,5,4,1
808,EMP-00809,24,Male,Software Engineer,6424,4,4,9.8,2,151.1,4,3,0,3,0
809,EMP-00810,29,Male,HR Specialist,6011,2,3,7.1,3,160.4,1,0,2,3,0
810,EMP-00811,28,Male,Data Scientist,6652,3,2,17.2,8,184.3,4,1,5,3,1
811,EMP-00812,44,Male,Software Engineer,6727,4,3,24.1,2,186.8,16,6,1,2,1
812,EMP-00813,36,Male,Manager,10851,3,4,9.2,7,216.2,6,3,6,5,0
813,EMP-00814,40,Female,Software Engineer,6754,4,4,7.3,4,166.7,18,8,5,2,1
814,EMP-00815,29,Male,HR Specialist,6099,1,2,1.2,7,123.1,1,1,5,3,1
815,EMP-00816,33,Male,Data Scientist,5912,4,1,12.1,2,149.5,9,7,5,3,1
816,EMP-00817,26,Male,Data Scientist,4620,2,2,14.0,3,153.6,4,1,3,1,1
817,EMP-00818,38,Male,HR Specialist,9393,1,2,8.7,7,173.4,15,9,1,3,2
818,EMP-00819,27,Male,Analyst,5185,2,2,16.7,7,143.7,5,2,2,1,1
819,EMP-00820,33,Male,HR Specialist,8244,4,2,2.5,7,185.7,5,5,0,3,1
820,EMP-00821,28,Female,Manager,6344,3,3,22.9,3,163.4,0,0,0,3,0
821,EMP-00822,37,Male,Analyst,7359,3,2,23.3,3,135.2,12,1,3,3,0
822,EMP-00823,42,Female,Manager,8524,2,3,4.2,3,220.8,16,3,3,3,1
823,EMP-00824,32,Female,Data Scientist,9219,4,4,3.1,3,182.7,6,5,5,4,0
824,EMP-00825,41,Male,Analyst,8115,3,1,8.6,7,160.2,11,9,3,2,2
825,EMP-00826,36,Male,Software Engineer,10181,3,3,7.8,4,127.7,5,4,1,3,0
826,EMP-00827,38,Female,Analyst,10446,2,3,7.4,4,186.3,5,5,4,3,1
827,EMP-00828,40,Female,Manager,10073,3,3,12.8,3,170.9,11,5,6,3,1
828,EMP-00829,34,Female,Software Engineer,8276,1,2,17.0,7,120.0,11,2,5,3,1
829,EMP-00830,33,Female,HR Specialist,8574,3,3,12.5,5,130.0,0,0,4,3,0
830,EMP-00831,21,Female,HR Specialist,7096,3,3,14.4,4,204.9,1,0,3,3,0
831,EMP-00832,27,Male,HR Specialist,7137,3,1,7.3,4,160.2,5,0,6,3,0
832,EMP-00833,35,Female,Data Scientist,8210,3,2,5.0,2,160.4,5,5,0,3,1
833,EMP-00834,51,Male,Sales Executive,13108,4,2,3.0,7,169.6,15,0,6,3,0
834,EMP-00835,38,Female,HR Specialist,10059,4,3,11.2,6,145.2,8,5,4,2,0
835,EMP-00836,28,Female,Manager,9430,2,4,7.1,5,136.0,3,0,2,4,0
836,EMP-00837,38,Female,Sales Executive,11235,1,2,15.9,5,169.4,8,2,5,2,1
837,EMP-00838,46,Male,Data Scientist,8537,3,4,6.5,8,162.5,22,17,0,1,2
838,EMP-00839,28,Female,Sales Executive,7657,1,3,3.9,8,160.8,8,6,4,5,2
839,EMP-00840,40,Male,Sales Executive,11255,3,3,17.2,3,172.5,0,0,5,2,0
840,EMP-00841,39,Male,Software Engineer,9833,3,4,5.5,2,164.5,7,3,4,3,0
841,EMP-00842,28,Female,Data Scientist,9008,4,3,4.6,7,169.6,7,4,3,3,0
842,EMP-00843,30,Female,Manager,8908,3,3,7.8,8,143.1,3,2,1,3,0
843,EMP-00844,23,Male,Analyst,6977,3,3,13.5,2,147.3,0,0,2,2,0
844,EMP-00845,39,Female,Sales Executive,10605,4,1,2.0,2,174.2,4,2,0,3,0
845,EMP-00846,43,Male,Software Engineer,7273,2,2,14.9,4,128.0,22,22,4,5,2
846,EMP-00847,31,Male,Sales Executive,5426,2,4,10.5,7,170.3,11,2,1,1,0
847,EMP-00848,40,Female,Analyst,9532,2,3,15.8,4,166.4,1,0,4,3,0
848,EMP-00849,35,Female,Manager,6593,2,3,23.7,5,180.8,7,6,0,3,2
849,EMP-00850,34,Female,Software Engineer,8782,3,4,14.4,8,152.1,2,2,4,2,0
850,EMP-00851,31,Male,Software Engineer,8958,3,4,11.9,4,149.2,5,4,0,1,0
851,EMP-00852,32,Male,Manager,7872,4,3,5.9,3,157.0,4,2,5,3,0
852,EMP-00853,31,Male,Sales Executive,9023,3,2,4.9,4,164.5,9,1,2,2,0
853,EMP-00854,37,Male,Manager,7734,4,3,10.5,3,148.7,12,4,6,3,0
854,EMP-00855,38,Female,Analyst,7660,4,4,4.6,6,160.5,0,0,3,3,0
855,EMP-00856,36,Male,Analyst,6703,3,2,18.5,2,159.4,7,0,2,1,0
856,EMP-00857,43,Female,Manager,9638,2,2,2.5,3,188.1,17,11,4,3,2
857,EMP-00858,28,Female,Analyst,9363,3,2,2.6,6,191.3,0,0,3,1,0
858,EMP-00859,35,Female,Software Engineer,8644,3,2,11.8,3,185.8,4,0,2,2,0
859,EMP-00860,29,Male,Analyst,10078,3,3,19.2,3,180.9,0,0,2,3,0
860,EMP-00861,39,Male,Software Engineer,8508,4,3,1.4,3,213.0,4,0,2,1,0
861,EMP-00862,41,Female,Analyst,7918,3,4,12.1,5,167.9,16,12,2,5,2
862,EMP-00863,22,Female,HR Specialist,7407,3,3,1.0,6,168.1,0,0,1,3,0
863,EMP-00864,40,Male,Manager,10485,3,2,5.3,6,203.2,0,0,2,5,0
864,EMP-00865,43,Male,Analyst,9475,2,4,6.2,2,148.5,1,1,1,5,0
865,EMP-00866,36,Male,Manager,6622,3,2,5.8,4,133.7,15,15,5,4,2
866,EMP-00867,20,Female,Sales Executive,8714,4,3,21.6,2,120.0,0,0,2,2,0
867,EMP-00868,51,Female,HR Specialist,12804,1,3,8.0,5,182.5,27,13,6,3,2
868,EMP-00869,29,Male,Sales Executive,5450,1,4,12.6,6,126.0,7,1,3,3,0
869,EMP-00870,33,Male,Sales Executive,8826,4,3,21.8,5,174.8,1,0,4,3,0
870,EMP-00871,48,Male,Manager,10328,3,4,9.0,4,163.6,26,14,0,4,2
871,EMP-00872,30,Male,Software Engineer,7849,1,1,11.7,4,137.0,5,4,3,3,2
872,EMP-00873,32,Male,Data Scientist,9197,2,2,10.8,3,188.0,1,1,3,4,1
873,EMP-00874,44,Male,Software Engineer,9871,3,2,7.4,8,199.4,8,7,4,2,2
874,EMP-00875,37,Male,Manager,8123,1,3,10.8,8,196.1,6,3,3,3,1
875,EMP-00876,38,Male,Manager,9437,4,2,8.4,4,147.1,0,0,0,3,0
876,EMP-00877,33,Female,Software Engineer,6217,2,4,11.7,5,173.9,4,2,3,3,0
877,EMP-00878,33,Male,Manager,10105,1,3,12.2,7,176.9,12,8,2,4,2
878,EMP-00879,38,Male,Analyst,11493,3,3,39.5,6,174.4,7,7,3,4,1
879,EMP-00880,21,Male,Sales Executive,8961,4,2,25.0,3,154.6,0,0,5,1,0
880,EMP-00881,24,Male,HR Specialist,8367,2,3,7.5,6,222.2,2,2,0,2,1
881,EMP-00882,29,Female,Analyst,5405,3,3,1.8,5,171.9,4,1,5,1,0
882,EMP-00883,27,Female,HR Specialist,7186,3,2,4.1,5,169.1,0,0,2,2,0
883,EMP-00884,43,Female,Manager,7742,3,3,5.9,2,174.1,4,1,3,4,0
884,EMP-00885,32,Male,Sales Executive,7840,2,3,13.5,3,153.8,9,2,5,4,1
885,EMP-00886,33,Male,HR Specialist,7023,2,3,15.4,2,170.4,9,2,5,2,1
886,EMP-00887,25,Male,Manager,5389,4,2,7.6,6,146.6,0,0,0,2,0
887,EMP-00888,39,Female,Manager,10784,4,2,8.8,7,159.6,13,0,5,4,0
888,EMP-00889,31,Male,Data Scientist,7038,3,1,6.5,3,185.1,2,0,3,4,1
889,EMP-00890,29,Male,Sales Executive,6193,4,4,17.8,7,244.4,4,3,5,5,1
890,EMP-00891,30,Female,Data Scientist,5326,3,1,8.6,5,155.7,2,2,4,2,1
891,EMP-00892,28,Female,Manager,9600,3,3,18.1,3,168.9,0,0,2,5,0
892,EMP-00893,25,Female,Manager,6677,2,2,4.5,7,223.3,0,0,1,3,1
893,EMP-00894,33,Male,Sales Executive,6663,3,1,16.5,4,137.1,5,5,3,3,1
894,EMP-00895,39,Male,Sales Executive,11077,4,3,3.4,5,136.8,15,7,4,3,0
895,EMP-00896,44,Female,Sales Executive,8800,3,2,11.2,3,186.1,4,1,1,4,0
896,EMP-00897,20,Male,Software Engineer,5930,4,3,11.1,3,160.2,0,0,0,2,0
897,EMP-00898,31,Male,HR Specialist,5432,4,2,11.3,4,186.9,7,4,2,2,1
898,EMP-00899,52,Female,Software Engineer,8755,3,3,10.9,3,146.4,8,8,1,3,1
899,EMP-00900,36,Male,Data Scientist,5782,1,2,11.9,2,136.1,8,3,2,2,1
900,EMP-00901,26,Male,Data Scientist,7802,1,3,4.1,6,152.1,3,3,5,3,1
901,EMP-00902,35,Female,Sales Executive,7589,3,3,6.0,2,184.8,3,3,3,1,1
902,EMP-00903,29,Male,HR Specialist,9144,3,3,8.8,6,188.7,8,0,2,4,0
903,EMP-00904,40,Male,Sales Executive,9085,2,3,11.3,6,195.3,14,4,4,3,1
904,EMP-00905,39,Male,Data Scientist,6926,4,3,19.7,7,179.7,18,14,5,2,2
905,EMP-00906,32,Male,Manager,6210,3,4,4.5,8,123.1,11,4,2,4,0
906,EMP-00907,40,Female,Sales Executive,10113,4,1,33.9,5,162.5,14,14,5,2,2
907,EMP-00908,39,Male,Analyst,10287,4,1,10.7,7,164.2,1,0,3,3,0
908,EMP-00909,42,Male,Data Scientist,8838,1,1,9.6,3,148.2,9,3,1,5,1
909,EMP-00910,38,Male,Analyst,10542,3,1,12.9,4,129.6,5,5,4,2,1
910,EMP-00911,35,Female,Sales Executive,9833,4,1,3.7,5,173.5,1,0,3,3,0
911,EMP-00912,29,Female,HR Specialist,4208,1,3,5.7,8,154.0,0,0,2,5,1
912,EMP-00913,51,Female,Data Scientist,9954,3,3,20.2,4,164.7,1,1,3,2,0
913,EMP-00914,36,Female,Sales Executive,6486,1,4,27.2,8,191.1,8,6,5,2,2
914,EMP-00915,30,Female,Analyst,7606,4,4,3.7,8,170.2,4,3,3,3,0
915,EMP-00916,30,Male,HR Specialist,5682,4,2,4.9,7,190.4,6,2,3,3,0
916,EMP-00917,52,Female,Software Engineer,10033,2,4,21.6,2,166.2,13,6,0,2,1
917,EMP-00918,42,Male,HR Specialist,6668,1,2,11.4,8,142.8,15,2,4,3,1
918,EMP-00919,23,Female,Analyst,3632,2,3,25.8,3,157.1,1,1,1,5,1
919,EMP-00920,42,Male,Manager,7778,3,4,3.4,3,154.2,1,0,3,3,0
920,EMP-00921,32,Male,HR Specialist,10193,3,3,9.8,7,177.4,5,5,4,5,1
921,EMP-00922,33,Female,Manager,10995,4,1,26.4,4,181.5,11,1,6,4,0
922,EMP-00923,28,Female,Sales Executive,7376,2,2,2.6,4,179.6,1,1,2,4,1
923,EMP-00924,39,Female,Sales Executive,7359,3,2,14.0,5,137.9,7,2,2,5,0
924,EMP-00925,50,Female,Manager,9615,3,2,3.1,6,184.0,13,3,1,3,1
925,EMP-00926,21,Female,HR Specialist,5497,2,2,6.2,2,170.3,0,0,2,1,1
926,EMP-00927,28,Female,Sales Executive,9436,3,4,20.7,2,167.4,5,2,4,4,0
927,EMP-00928,27,Male,Manager,6699,4,2,22.3,7,141.6,3,3,6,3,0
928,EMP-00929,28,Male,HR Specialist,8034,4,2,6.4,7,174.7,2,1,4,3,0
929,EMP-00930,23,Female,Manager,4784,4,1,17.3,2,138.9,0,0,4,3,0
930,EMP-00931,27,Male,Analyst,6528,3,3,8.8,5,231.9,6,3,3,4,1
931,EMP-00932,31,Female,Sales Executive,9222,4,2,15.7,7,123.8,1,0,4,5,0
932,EMP-00933,44,Male,Software Engineer,10019,3,3,3.4,3,210.8,7,7,6,4,1
933,EMP-00934,20,Male,HR Specialist,6961,2,2,13.7,8,199.1,0,0,4,2,1
934,EMP-00935,32,Male,Analyst,9324,3,4,13.8,8,204.5,1,1,1,5,0
935,EMP-00936,41,Male,Sales Executive,11200,2,2,12.3,2,152.3,3,0,2,3,0
936,EMP-00937,28,Male,Software Engineer,6283,3,4,13.5,7,166.3,1,0,2,1,0
937,EMP-00938,46,Female,Sales Executive,11328,3,1,2.1,6,190.4,13,1,0,5,0
938,EMP-00939,43,Female,Sales Executive,10625,3,2,8.7,6,174.7,8,4,6,5,1
939,EMP-00940,37,Male,Analyst,7009,2,3,3.0,4,162.1,1,0,3,5,0
940,EMP-00941,48,Male,Software Engineer,10719,3,2,6.1,3,151.6,5,1,3,5,0
941,EMP-00942,40,Female,Software Engineer,9200,2,4,14.5,6,183.6,3,0,5,3,0
942,EMP-00943,44,Female,Data Scientist,11059,2,1,1.9,3,207.7,11,7,3,5,2
943,EMP-00944,23,Male,Software Engineer,7969,2,4,5.2,8,156.8,0,0,3,3,0
944,EMP-00945,38,Male,Data Scientist,7160,4,4,15.8,6,192.0,1,1,6,3,0
945,EMP-00946,29,Female,HR Specialist,9430,2,3,27.5,6,144.0,1,0,6,4,0
946,EMP-00947,22,Male,Data Scientist,3000,1,1,14.4,2,187.0,0,0,5,2,2
947,EMP-00948,32,Male,Sales Executive,6933,3,3,12.0,5,156.9,8,2,5,5,0
948,EMP-00949,38,Male,Software Engineer,5908,4,4,45.2,8,178.0,4,1,3,3,0
949,EMP-00950,30,Female,Data Scientist,7829,4,1,9.5,6,135.1,8,5,6,1,1
950,EMP-00951,38,Male,Sales Executive,10009,3,3,1.0,6,190.3,6,2,5,3,0
951,EMP-00952,44,Female,Sales Executive,9334,4,2,2.8,2,142.8,20,4,2,4,0
952,EMP-00953,31,Female,HR Specialist,10453,3,4,5.0,2,120.0,0,0,4,3,0
953,EMP-00954,32,Female,Software Engineer,8386,1,2,2.5,3,196.4,3,1,4,4,1
954,EMP-00955,35,Male,Analyst,8467,3,4,10.8,8,199.9,2,1,1,3,0
955,EMP-00956,35,Female,HR Specialist,8606,3,3,3.9,8,178.6,6,2,3,3,0
956,EMP-00957,43,Male,Data Scientist,9730,4,2,2.4,8,152.4,0,0,1,3,0
957,EMP-00958,20,Female,Data Scientist,8420,3,3,7.3,7,134.6,0,0,0,3,0
958,EMP-00959,38,Female,Software Engineer,8929,4,2,4.0,5,173.3,13,12,3,4,2
959,EMP-00960,29,Male,Software Engineer,9599,3,1,9.9,7,186.2,1,1,5,4,1
960,EMP-00961,27,Female,Manager,5413,3,4,3.9,5,182.1,7,7,1,3,1
961,EMP-00962,52,Male,Data Scientist,8973,1,3,6.0,2,226.6,6,2,5,3,1
962,EMP-00963,35,Female,Data Scientist,8774,3,2,14.9,7,131.6,14,11,3,4,2
963,EMP-00964,31,Female,Analyst,5238,3,2,17.7,6,178.6,0,0,0,4,0
964,EMP-00965,50,Male,HR Specialist,11101,3,4,6.4,5,155.3,10,6,5,4,0
965,EMP-00966,38,Male,Software Engineer,9792,2,3,9.6,7,169.3,3,1,6,3,0
966,EMP-00967,32,Female,Manager,7342,3,2,20.6,2,174.8,2,2,0,3,1
967,EMP-00968,39,Female,Sales Executive,9214,1,4,3.4,6,177.9,19,16,0,4,2
968,EMP-00969,37,Female,Analyst,9946,4,2,11.9,7,158.5,12,8,1,3,1
969,EMP-00970,24,Female,Manager,7653,3,3,8.4,7,172.0,0,0,4,1,0
970,EMP-00971,28,Male,Analyst,7925,3,2,10.3,6,171.2,0,0,4,3,0
971,EMP-00972,30,Male,Manager,9267,4,2,3.8,8,160.8,5,2,3,5,0
972,EMP-00973,30,Male,Analyst,5721,3,3,5.9,5,174.2,5,0,3,4,0
973,EMP-00974,37,Male,Manager,9140,4,2,6.0,7,175.4,10,8,5,2,1
974,EMP-00975,28,Female,HR Specialist,8287,3,2,6.3,3,191.0,4,4,6,2,1
975,EMP-00976,27,Male,Software Engineer,6047,3,1,6.7,3,163.8,2,0,3,3,1
976,EMP-00977,37,Female,Manager,10285,3,4,12.5,8,192.3,15,14,5,2,2
977,EMP-00978,36,Male,Analyst,10224,3,3,23.2,8,151.0,5,0,3,2,0
978,EMP-00979,22,Female,HR Specialist,5662,2,1,3.4,6,195.4,2,2,4,4,1
979,EMP-00980,29,Female,Data Scientist,4889,3,3,33.4,4,143.7,4,4,4,3,1
980,EMP-00981,36,Male,Manager,8483,4,2,19.7,8,181.6,11,8,5,3,1
981,EMP-00982,49,Female,Data Scientist,8643,4,3,8.4,4,209.7,12,1,0,3,0
982,EMP-00983,34,Male,Data Scientist,7328,4,2,4.9,7,189.6,11,11,5,3,2
983,EMP-00984,36,Female,Manager,8257,3,4,4.1,2,168.1,15,4,4,3,0
984,EMP-00985,34,Male,Manager,9706,2,2,7.3,7,154.6,3,2,6,2,1
985,EMP-00986,34,Male,Analyst,9979,4,1,12.5,8,219.2,12,4,1,3,1
986,EMP-00987,20,Female,Sales Executive,4423,4,2,11.3,7,168.4,0,0,6,3,0
987,EMP-00988,45,Female,Analyst,8539,3,4,18.6,5,134.7,18,14,1,4,2
988,EMP-00989,37,Female,HR Specialist,6754,4,3,5.6,8,167.2,6,4,0,3,0
989,EMP-00990,42,Male,Software Engineer,7796,3,2,11.8,6,184.7,16,3,6,1,1
990,EMP-00991,23,Female,Software Engineer,8561,3,2,3.2,7,215.3,0,0,4,3,0
991,EMP-00992,28,Female,Analyst,8780,2,2,10.6,7,158.2,1,1,5,2,1
992,EMP-00993,36,Male,Manager,10789,3,2,10.3,4,191.0,12,4,3,4,1
993,EMP-00994,29,Female,Manager,4438,3,4,6.0,8,207.9,3,0,6,4,0
994,EMP-00995,29,Male,Analyst,8161,3,3,16.1,7,171.9,4,3,1,3,1
995,EMP-00996,50,Female,Sales Executive,12414,3,3,2.2,3,142.7,27,4,5,4,0
996,EMP-00997,28,Male,Sales Executive,5996,1,1,13.8,4,187.6,3,3,2,3,2
997,EMP-00998,34,Male,Manager,5715,2,1,12.4,2,157.1,13,9,1,3,2
998,EMP-00999,32,Female,Sales Executive,10270,1,3,8.5,5,165.8,11,4,4,3,1
999,EMP-01000,22,Male,Software Engineer,8047,1,3,13.0,4,193.8,0,0,0,3,1
1000,EMP-01001,32,Male,Data Scientist,5643,3,4,5.7,8,173.5,10,9,4,3,1
1001,EMP-01002,48,Male,HR Specialist,7706,2,3,12.7,5,120.0,12,0,6,4,0
1002,EMP-01003,30,Male,Manager,7605,3,3,9.4,2,237.7,7,5,2,2,1
1003,EMP-01004,42,Male,Manager,11771,4,3,1.4,5,173.5,3,1,0,1,0
1004,EMP-01005,34,Male,Manager,7434,1,4,12.9,3,148.4,3,1,2,2,0
1005,EMP-01006,36,Male,Analyst,9574,4,2,6.2,3,183.0,14,9,6,3,1
1006,EMP-01007,31,Male,Data Scientist,6813,3,2,3.1,8,170.7,9,7,5,4,1
1007,EMP-01008,37,Male,Sales Executive,8260,2,3,13.9,2,154.6,13,6,3,4,1
1008,EMP-01009,32,Male,Software Engineer,9143,4,4,10.4,5,192.8,10,3,0,3,0
1009,EMP-01010,47,Male,Sales Executive,9093,3,1,13.3,6,185.8,8,3,4,2,1
1010,EMP-01011,27,Female,Data Scientist,8753,3,2,21.1,4,162.3,1,1,0,2,0
1011,EMP-01012,31,Female,Software Engineer,6827,3,3,5.3,7,179.4,6,2,0,4,0
1012,EMP-01013,20,Female,Sales Executive,4522,3,2,13.7,3,159.7,0,0,2,4,0
1013,EMP-01014,44,Female,Manager,10144,3,3,7.8,8,193.3,8,3,1,3,0
1014,EMP-01015,39,Female,HR Specialist,7939,4,2,8.1,2,197.6,14,10,4,2,2
1015,EMP-01016,39,Male,HR Specialist,9820,4,1,5.2,7,162.1,5,2,0,3,0
1016,EMP-01017,30,Male,Analyst,5830,3,2,22.5,8,125.3,7,2,0,3,0
1017,EMP-01018,38,Female,Manager,6866,4,2,14.2,7,201.6,7,6,4,2,1
1018,EMP-01019,43,Male,Data Scientist,6546,4,3,3.5,5,173.0,7,6,0,5,1
1019,EMP-01020,29,Female,Analyst,6663,2,4,9.9,8,126.5,5,1,3,1,0
1020,EMP-01021,48,Male,Data Scientist,8392,3,3,23.1,7,179.0,16,5,4,3,1
1021,EMP-01022,31,Male,Software Engineer,8601,4,3,10.7,3,203.1,7,0,5,2,0
1022,EMP-01023,27,Female,Manager,6421,2,2,4.5,6,159.2,0,0,1,2,0
1023,EMP-01024,44,Male,Sales Executive,10613,4,2,8.8,3,163.8,13,6,5,2,1
1024,EMP-01025,33,Female,Data Scientist,7449,3,3,9.1,6,178.0,7,1,3,2,0
1025,EMP-01026,33,Male,Data Scientist,7140,4,3,7.6,2,201.7,11,6,0,3,1
1026,EMP-01027,40,Female,Software Engineer,10195,3,3,4.1,2,186.1,12,2,1,3,0
1027,EMP-01028,40,Female,Data Scientist,8151,4,3,6.3,2,220.7,5,1,3,3,0
1028,EMP-01029,27,Female,HR Specialist,4260,3,1,10.6,6,148.6,6,5,3,2,1
1029,EMP-01030,35,Female,Software Engineer,8892,4,3,7.4,5,144.1,12,8,1,2,1
1030,EMP-01031,37,Female,Data Scientist,8667,3,3,5.7,3,149.0,13,11,1,3,2
1031,EMP-01032,37,Female,Analyst,10852,3,1,11.5,8,172.8,11,6,2,1,1
1032,EMP-01033,47,Male,Data Scientist,8392,2,4,1.3,4,187.0,1,0,6,2,0
1033,EMP-01034,30,Male,Sales Executive,7285,2,4,11.3,6,166.5,2,1,2,2,0
1034,EMP-01035,29,Female,Manager,6409,2,4,13.3,5,147.7,1,0,0,3,0
1035,EMP-01036,23,Male,Manager,8135,4,3,9.9,3,120.0,0,0,3,3,0
1036,EMP-01037,41,Female,Analyst,9110,3,3,21.5,7,205.1,8,1,5,2,0
1037,EMP-01038,26,Female,Software Engineer,5450,2,3,4.8,8,185.3,2,2,6,2,1
1038,EMP-01039,30,Male,Sales Executive,7263,3,2,2.8,3,197.0,9,3,4,3,1
1039,EMP-01040,24,Female,HR Specialist,6707,2,2,31.0,6,148.0,0,0,4,4,1
1040,EMP-01041,23,Female,Manager,5131,1,4,1.2,4,121.7,0,0,3,4,0
1041,EMP-01042,34,Male,Data Scientist,6399,4,2,1.0,5,202.2,9,8,5,3,2
1042,EMP-01043,40,Female,Analyst,8307,1,2,3.8,4,183.5,1,0,2,2,1
1043,EMP-01044,22,Male,Manager,5602,3,3,4.2,4,155.6,1,1,1,3,0
1044,EMP-01045,36,Male,Sales Executive,11189,1,4,5.5,5,223.9,15,7,2,5,2
1045,EMP-01046,34,Male,Software Engineer,6648,4,2,14.8,4,152.8,9,1,2,3,0
